               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 145,            0.016518,           0.0061931,           0.0032429,             0.99731,             0.99281,             0.99425,             0.89126,           0.0067273,           0.0023651,          0.00057407,           0.0071488,           0.0071488,           0.0071488
                 146,            0.016706,           0.0059438,           0.0030124,             0.99738,               0.995,             0.99426,             0.89142,           0.0067103,           0.0023539,          0.00056385,            0.007129,            0.007129,            0.007129
                 147,            0.016982,           0.0061877,           0.0039647,             0.99604,              0.9929,             0.99419,             0.89746,           0.0066545,           0.0023454,          0.00054303,           0.0071092,           0.0071092,           0.0071092
                 148,            0.016529,           0.0061915,           0.0039168,             0.99333,             0.99353,             0.99426,             0.89702,           0.0066214,           0.0023354,          0.00061023,           0.0070894,           0.0070894,           0.0070894
                 149,            0.016557,           0.0062023,           0.0035316,              0.9911,             0.99782,             0.99415,             0.89144,           0.0066144,           0.0023477,          0.00059733,           0.0070696,           0.0070696,           0.0070696
                 150,            0.016202,           0.0060336,           0.0027949,             0.99649,             0.99544,             0.99427,             0.89568,           0.0065926,           0.0023014,          0.00047103,           0.0070498,           0.0070498,           0.0070498
                 151,            0.016645,           0.0059986,           0.0038488,             0.99576,             0.99332,             0.99423,             0.89596,           0.0065568,           0.0022975,          0.00047448,             0.00703,             0.00703,             0.00703
                 152,            0.016193,            0.006102,           0.0031006,             0.99665,             0.99477,             0.99424,             0.89576,            0.006573,           0.0022822,           0.0003998,           0.0070102,           0.0070102,           0.0070102
                 153,            0.016848,           0.0061843,           0.0036175,             0.99589,             0.99284,             0.99475,             0.89574,             0.00652,           0.0022557,          0.00056743,           0.0069904,           0.0069904,           0.0069904
                 154,            0.016503,           0.0062726,            0.002906,             0.99641,             0.99229,             0.99483,             0.89352,           0.0065664,            0.002249,          0.00050894,           0.0069706,           0.0069706,           0.0069706
                 155,            0.016629,           0.0059924,           0.0033485,              0.9971,             0.99397,             0.99495,             0.89765,           0.0065508,           0.0022943,          0.00041331,           0.0069508,           0.0069508,           0.0069508
                 156,            0.016182,           0.0058339,           0.0029733,             0.99526,             0.99668,             0.99431,             0.89963,           0.0064908,           0.0023037,          0.00043349,            0.006931,            0.006931,            0.006931
                 157,            0.016706,           0.0062921,           0.0036507,              0.9965,             0.99227,             0.99474,             0.89797,           0.0065413,           0.0022875,          0.00055071,           0.0069112,           0.0069112,           0.0069112
                 158,            0.016144,           0.0059636,           0.0029171,             0.99721,              0.9922,             0.99429,             0.89732,           0.0065577,           0.0023019,          0.00057293,           0.0068914,           0.0068914,           0.0068914
                 159,            0.016425,           0.0058909,           0.0033719,             0.99543,             0.99501,             0.99423,             0.89944,           0.0064023,           0.0022759,          0.00061697,           0.0068716,           0.0068716,           0.0068716
                 160,            0.016782,           0.0059465,            0.003537,             0.99559,             0.99482,             0.99426,             0.89933,           0.0064437,           0.0022554,          0.00056323,           0.0068518,           0.0068518,           0.0068518
                 161,            0.016987,           0.0062173,           0.0037355,             0.99745,              0.9934,             0.99423,             0.89563,           0.0065395,           0.0022617,          0.00055617,            0.006832,            0.006832,            0.006832
                 162,            0.016043,           0.0059673,           0.0036745,             0.99494,             0.99239,             0.99404,             0.89689,           0.0065234,           0.0022666,          0.00055306,           0.0068122,           0.0068122,           0.0068122
                 163,            0.016197,           0.0060759,           0.0035913,             0.99492,             0.99324,             0.99415,             0.89659,           0.0065335,           0.0022747,          0.00056205,           0.0067924,           0.0067924,           0.0067924
                 164,            0.016365,           0.0059725,           0.0027106,             0.99641,             0.99521,             0.99428,             0.89955,           0.0064281,           0.0022506,          0.00046073,           0.0067726,           0.0067726,           0.0067726
                 165,            0.016313,           0.0059962,           0.0028142,             0.99604,             0.99518,             0.99426,             0.89902,           0.0064192,           0.0022786,          0.00051253,           0.0067528,           0.0067528,           0.0067528
                 166,            0.016242,            0.006114,           0.0029473,             0.99616,             0.99432,             0.99425,             0.89667,           0.0064871,            0.002274,          0.00055421,            0.006733,            0.006733,            0.006733
                 167,            0.015695,           0.0060487,           0.0028853,             0.99426,             0.99554,             0.99425,             0.89858,           0.0065302,           0.0022638,          0.00058913,           0.0067132,           0.0067132,           0.0067132
                 168,            0.015814,            0.005967,           0.0034601,             0.99647,             0.99255,             0.99481,             0.89766,           0.0065165,           0.0022763,          0.00054909,           0.0066934,           0.0066934,           0.0066934
                 169,            0.016626,           0.0060706,           0.0034437,             0.99708,             0.99339,             0.99425,              0.9013,           0.0064705,           0.0022768,          0.00053271,           0.0066736,           0.0066736,           0.0066736
                 170,            0.015535,           0.0058063,           0.0032177,             0.99669,             0.99425,             0.99425,             0.89888,           0.0064141,           0.0022853,            0.000587,           0.0066538,           0.0066538,           0.0066538
                 171,            0.015726,           0.0058469,            0.002975,             0.99668,             0.99521,             0.99427,              0.9004,           0.0063719,           0.0022645,          0.00047436,            0.006634,            0.006634,            0.006634
                 172,            0.015675,           0.0059442,           0.0028981,              0.9959,             0.99732,             0.99427,             0.89775,           0.0064138,           0.0022694,          0.00044409,           0.0066142,           0.0066142,           0.0066142
                 173,            0.016276,           0.0058255,           0.0036899,             0.99656,             0.99352,             0.99425,             0.89484,           0.0064593,            0.002299,          0.00057669,           0.0065944,           0.0065944,           0.0065944
                 174,            0.015832,            0.005989,            0.003187,             0.99596,             0.99318,             0.99422,             0.89617,           0.0064404,           0.0022785,          0.00067764,           0.0065746,           0.0065746,           0.0065746
                 175,            0.016012,           0.0058372,           0.0032973,             0.99547,             0.99329,             0.99426,             0.89612,           0.0064441,           0.0022731,          0.00070608,           0.0065548,           0.0065548,           0.0065548
                 176,            0.016289,            0.006007,            0.003512,             0.99617,             0.99261,             0.99425,             0.90027,           0.0065462,           0.0022798,          0.00074829,            0.006535,            0.006535,            0.006535
                 177,            0.016062,           0.0059904,           0.0035636,              0.9969,             0.99266,             0.99425,             0.89596,           0.0064627,           0.0022823,          0.00075189,           0.0065152,           0.0065152,           0.0065152
                 178,            0.016125,           0.0059688,           0.0032006,             0.99681,             0.99051,             0.99423,             0.89758,           0.0064494,           0.0022453,          0.00071092,           0.0064954,           0.0064954,           0.0064954
                 179,            0.015824,           0.0059916,           0.0034388,              0.9966,             0.98823,              0.9942,             0.89762,           0.0064127,           0.0022458,          0.00068312,           0.0064756,           0.0064756,           0.0064756
                 180,            0.015992,           0.0058042,           0.0028378,             0.99485,             0.99027,              0.9942,             0.89972,           0.0063245,           0.0022088,          0.00076495,           0.0064558,           0.0064558,           0.0064558
                 181,            0.015948,           0.0058819,           0.0027998,              0.9959,             0.99144,             0.99425,             0.90175,           0.0062811,           0.0022254,          0.00059226,            0.006436,            0.006436,            0.006436
                 182,            0.015849,           0.0058765,           0.0032258,             0.99672,             0.99125,             0.99422,              0.9007,            0.006346,           0.0022653,          0.00061127,           0.0064162,           0.0064162,           0.0064162
                 183,            0.015945,           0.0058558,           0.0033725,             0.99742,             0.99199,             0.99419,              0.8994,            0.006343,           0.0022792,          0.00057434,           0.0063964,           0.0063964,           0.0063964
                 184,            0.015373,           0.0058947,           0.0031885,             0.99749,             0.99268,             0.99422,             0.90213,           0.0063049,           0.0022635,          0.00057531,           0.0063766,           0.0063766,           0.0063766
                 185,            0.015534,           0.0059138,           0.0026694,             0.99839,             0.99283,             0.99418,             0.89877,           0.0063234,           0.0022565,          0.00062374,           0.0063568,           0.0063568,           0.0063568
                 186,            0.015711,           0.0058533,           0.0033498,             0.99607,              0.9928,             0.99416,             0.90204,           0.0062686,           0.0022485,          0.00064696,            0.006337,            0.006337,            0.006337
                 187,            0.015776,           0.0058071,           0.0028586,             0.99524,             0.99419,             0.99411,             0.89961,           0.0063089,           0.0022352,          0.00060468,           0.0063172,           0.0063172,           0.0063172
                 188,             0.01572,           0.0057595,           0.0029266,              0.9954,             0.99511,             0.99423,             0.90388,           0.0062715,           0.0022249,          0.00049619,           0.0062974,           0.0062974,           0.0062974
                 189,            0.015997,            0.005945,           0.0028558,             0.99533,             0.99263,             0.99413,             0.90352,           0.0062712,           0.0022325,           0.0005917,           0.0062776,           0.0062776,           0.0062776
                 190,            0.015362,           0.0056787,           0.0021997,             0.99629,             0.99099,             0.99419,             0.90217,           0.0062607,           0.0022164,          0.00058977,           0.0062578,           0.0062578,           0.0062578
                 191,            0.015648,           0.0056554,           0.0025183,             0.99585,             0.99204,             0.99412,             0.90328,           0.0062397,            0.002209,          0.00063247,            0.006238,            0.006238,            0.006238
                 192,            0.015973,           0.0057986,           0.0027924,             0.99805,             0.98993,              0.9942,             0.90405,           0.0062417,           0.0022115,          0.00062457,           0.0062182,           0.0062182,           0.0062182
                 193,            0.015696,           0.0057233,           0.0032039,             0.99759,             0.99178,             0.99425,             0.90329,           0.0062807,            0.002188,          0.00052374,           0.0061984,           0.0061984,           0.0061984
                 194,            0.015368,           0.0057963,           0.0022615,             0.99817,             0.99054,             0.99423,             0.90382,           0.0062811,           0.0021936,          0.00054165,           0.0061786,           0.0061786,           0.0061786
                 195,            0.015537,           0.0057259,           0.0022252,             0.99685,             0.99066,             0.99414,             0.90491,           0.0061538,           0.0021868,          0.00049654,           0.0061588,           0.0061588,           0.0061588
                 196,            0.015293,           0.0057335,           0.0028337,             0.99696,             0.99123,             0.99414,             0.90719,           0.0061018,           0.0021876,          0.00052916,            0.006139,            0.006139,            0.006139
                 197,            0.015806,           0.0059596,           0.0023519,             0.99697,             0.98943,             0.99415,             0.90443,           0.0061145,           0.0022091,          0.00061437,           0.0061192,           0.0061192,           0.0061192
                 198,            0.015407,           0.0058559,            0.002852,             0.99603,              0.9901,             0.99414,             0.90492,           0.0061604,           0.0022347,          0.00071867,           0.0060994,           0.0060994,           0.0060994
                 199,            0.015238,           0.0057433,           0.0028306,              0.9963,             0.99185,             0.99422,             0.90389,           0.0061655,           0.0022039,          0.00061595,           0.0060796,           0.0060796,           0.0060796
                 200,            0.015503,           0.0058037,           0.0028174,             0.99526,             0.99335,             0.99419,              0.9025,            0.006162,           0.0022015,          0.00054945,           0.0060598,           0.0060598,           0.0060598
                 201,            0.015805,           0.0057904,           0.0025169,             0.99704,             0.99351,             0.99418,             0.90153,           0.0061373,            0.002203,          0.00048343,             0.00604,             0.00604,             0.00604
                 202,            0.014821,           0.0057613,            0.002798,              0.9969,             0.99427,             0.99436,             0.89962,           0.0061413,           0.0022102,          0.00046623,           0.0060202,           0.0060202,           0.0060202
                 203,            0.015468,           0.0057559,           0.0030184,             0.99772,             0.99372,             0.99429,             0.90204,           0.0062019,           0.0022316,           0.0004463,           0.0060004,           0.0060004,           0.0060004
                 204,            0.015413,           0.0057454,           0.0027987,             0.99726,             0.99209,             0.99422,             0.90349,           0.0062345,           0.0022443,          0.00048343,           0.0059806,           0.0059806,           0.0059806
                 205,            0.015724,            0.005781,            0.003217,              0.9973,             0.99102,              0.9942,             0.90233,           0.0062078,           0.0022329,          0.00048682,           0.0059608,           0.0059608,           0.0059608
                 206,            0.015408,           0.0058749,           0.0034315,             0.99768,             0.99073,              0.9942,             0.90468,           0.0061917,           0.0022272,          0.00047735,            0.005941,            0.005941,            0.005941
                 207,            0.015592,           0.0060656,           0.0034564,             0.99777,             0.99116,             0.99425,             0.90535,            0.006194,           0.0022307,          0.00050714,           0.0059212,           0.0059212,           0.0059212
                 208,            0.015507,           0.0056962,           0.0025579,             0.99725,             0.99124,             0.99422,             0.90466,           0.0061818,           0.0022339,           0.0004883,           0.0059014,           0.0059014,           0.0059014
                 209,            0.015548,           0.0059043,           0.0029385,              0.9962,             0.99178,             0.99421,              0.9028,           0.0061651,           0.0022305,          0.00055098,           0.0058816,           0.0058816,           0.0058816
                 210,            0.015391,           0.0057145,           0.0026034,             0.99336,             0.99488,             0.99418,             0.90318,           0.0061173,           0.0022099,          0.00064374,           0.0058618,           0.0058618,           0.0058618
                 211,            0.014964,           0.0058093,           0.0020482,             0.99712,              0.9921,             0.99403,             0.90452,           0.0060994,           0.0021961,           0.0007102,            0.005842,            0.005842,            0.005842
                 212,            0.015018,           0.0056354,           0.0020763,              0.9969,             0.99266,             0.99371,              0.9061,           0.0060992,            0.002198,          0.00071683,           0.0058222,           0.0058222,           0.0058222
                 213,            0.014629,           0.0057852,           0.0028315,               0.997,             0.99272,             0.99404,             0.90504,           0.0060975,           0.0022112,          0.00069782,           0.0058024,           0.0058024,           0.0058024
                 214,            0.015044,           0.0056769,           0.0020749,             0.99696,               0.993,             0.99413,             0.90751,           0.0061071,           0.0022201,          0.00070514,           0.0057826,           0.0057826,           0.0057826
                 215,            0.014898,           0.0055498,           0.0025352,             0.99707,             0.99335,             0.99417,             0.90609,           0.0061067,           0.0022256,           0.0006521,           0.0057628,           0.0057628,           0.0057628
                 216,            0.015024,           0.0057021,            0.003031,             0.99628,             0.99298,             0.99421,              0.9038,           0.0061202,           0.0022362,          0.00056671,            0.005743,            0.005743,            0.005743
                 217,            0.015115,           0.0055049,            0.002352,             0.99334,             0.99507,             0.99423,             0.90368,           0.0061141,           0.0022302,          0.00051166,           0.0057232,           0.0057232,           0.0057232
                 218,            0.014937,           0.0056518,           0.0025631,               0.996,              0.9947,             0.99424,             0.90262,           0.0061449,           0.0022256,          0.00046521,           0.0057034,           0.0057034,           0.0057034
                 219,            0.014715,           0.0056938,           0.0020831,             0.99765,             0.99497,             0.99426,             0.90385,           0.0060706,           0.0022036,          0.00043414,           0.0056836,           0.0056836,           0.0056836
                 220,            0.015117,           0.0057355,           0.0026696,             0.99702,             0.99375,             0.99421,             0.90509,           0.0060521,           0.0021885,          0.00045366,           0.0056638,           0.0056638,           0.0056638
                 221,            0.014894,             0.00562,           0.0025957,             0.99582,             0.99527,             0.99424,             0.90602,           0.0060825,           0.0021871,           0.0004916,            0.005644,            0.005644,            0.005644
                 222,            0.014698,           0.0053872,           0.0020477,             0.99701,             0.99508,             0.99425,             0.90391,           0.0060849,           0.0021851,          0.00045284,           0.0056242,           0.0056242,           0.0056242
                 223,             0.01464,            0.005627,           0.0025039,             0.99721,             0.99463,             0.99426,             0.90569,           0.0060426,           0.0021677,          0.00041208,           0.0056044,           0.0056044,           0.0056044
                 224,            0.014727,           0.0056521,           0.0022673,             0.99714,              0.9932,             0.99424,             0.90596,           0.0060124,           0.0021466,           0.0003841,           0.0055846,           0.0055846,           0.0055846
                 225,            0.015092,            0.005742,           0.0022303,             0.99702,             0.99371,             0.99424,             0.90701,           0.0060052,           0.0021465,          0.00033702,           0.0055648,           0.0055648,           0.0055648
                 226,            0.014802,           0.0055895,           0.0025049,             0.99549,              0.9959,             0.99424,             0.90696,           0.0059935,            0.002155,          0.00029956,            0.005545,            0.005545,            0.005545
                 227,            0.014305,           0.0055623,           0.0019882,              0.9953,             0.99601,             0.99427,             0.90616,           0.0060084,           0.0021561,          0.00031555,           0.0055252,           0.0055252,           0.0055252
                 228,            0.014795,           0.0055465,           0.0020704,             0.99679,             0.99452,             0.99427,             0.90598,            0.006027,           0.0021569,          0.00031249,           0.0055054,           0.0055054,           0.0055054
                 229,            0.014595,           0.0056543,           0.0024229,              0.9967,             0.99506,             0.99426,             0.90708,           0.0060285,            0.002155,          0.00032341,           0.0054856,           0.0054856,           0.0054856
                 230,            0.015072,           0.0055868,           0.0026322,             0.99635,             0.99576,             0.99426,             0.90646,           0.0060142,           0.0021576,          0.00033535,           0.0054658,           0.0054658,           0.0054658
                 231,            0.015291,           0.0056251,           0.0021125,             0.99642,             0.99584,             0.99425,             0.90851,             0.00599,           0.0021428,          0.00033775,            0.005446,            0.005446,            0.005446
                 232,            0.015061,           0.0055186,           0.0022246,             0.99692,             0.99456,             0.99423,             0.90855,           0.0059687,           0.0021379,          0.00034166,           0.0054262,           0.0054262,           0.0054262
                 233,            0.014513,           0.0055369,           0.0022902,             0.99716,             0.99493,             0.99424,             0.91019,           0.0059577,           0.0021318,          0.00032732,           0.0054064,           0.0054064,           0.0054064
                 234,            0.014565,           0.0055726,           0.0019315,             0.99692,             0.99489,             0.99424,             0.91043,           0.0059578,           0.0021349,          0.00031029,           0.0053866,           0.0053866,           0.0053866
                 235,            0.014722,           0.0055922,           0.0028201,             0.99708,             0.99543,             0.99431,             0.90912,           0.0059679,           0.0021324,          0.00029097,           0.0053668,           0.0053668,           0.0053668
                 236,            0.014835,           0.0055776,           0.0024173,             0.99732,             0.99525,              0.9943,             0.90923,           0.0059615,           0.0021352,          0.00027006,            0.005347,            0.005347,            0.005347
                 237,            0.014853,           0.0055997,           0.0025395,             0.99739,             0.99492,             0.99429,             0.90872,           0.0059494,           0.0021345,             0.00029,           0.0053272,           0.0053272,           0.0053272
                 238,            0.014675,           0.0055363,           0.0018908,             0.99725,             0.99386,              0.9943,             0.91139,           0.0059401,           0.0021345,          0.00032293,           0.0053074,           0.0053074,           0.0053074
                 239,            0.014583,           0.0055621,           0.0022127,             0.99385,             0.99665,             0.99427,             0.90998,           0.0059277,           0.0021281,          0.00036649,           0.0052876,           0.0052876,           0.0052876
                 240,            0.014167,           0.0053876,           0.0021505,             0.99373,             0.99769,             0.99427,             0.90947,            0.005914,           0.0021203,          0.00034802,           0.0052678,           0.0052678,           0.0052678
                 241,            0.014725,           0.0056375,           0.0020971,             0.99566,              0.9955,              0.9943,             0.90927,            0.005927,           0.0021235,          0.00036448,            0.005248,            0.005248,            0.005248
                 242,            0.014283,           0.0055493,           0.0027251,             0.99648,             0.99537,              0.9943,             0.90721,           0.0059494,           0.0021221,          0.00035524,           0.0052282,           0.0052282,           0.0052282
                 243,            0.014404,           0.0056282,           0.0029017,             0.99704,             0.99526,             0.99427,             0.90864,           0.0059486,           0.0021217,          0.00033519,           0.0052084,           0.0052084,           0.0052084
                 244,             0.01459,           0.0055254,           0.0023107,               0.996,             0.99703,             0.99428,             0.90805,           0.0059214,           0.0021131,          0.00032941,           0.0051886,           0.0051886,           0.0051886
                 245,            0.014517,           0.0054074,           0.0023176,             0.99688,             0.99602,             0.99435,             0.90839,           0.0059118,           0.0021091,          0.00034011,           0.0051688,           0.0051688,           0.0051688
                 246,            0.014389,           0.0054808,            0.002092,             0.99703,             0.99588,             0.99449,             0.90718,           0.0059311,           0.0021113,          0.00033873,            0.005149,            0.005149,            0.005149
                 247,            0.014568,           0.0055155,           0.0025772,             0.99688,             0.99585,             0.99449,             0.90673,           0.0059353,           0.0021133,           0.0003146,           0.0051292,           0.0051292,           0.0051292
                 248,             0.01459,           0.0055361,           0.0026883,             0.99707,             0.99578,              0.9943,              0.9063,           0.0059327,            0.002111,          0.00029314,           0.0051094,           0.0051094,           0.0051094
                 249,            0.013824,           0.0054236,           0.0024009,             0.99682,             0.99546,             0.99436,             0.90869,           0.0059151,           0.0021125,          0.00027428,           0.0050896,           0.0050896,           0.0050896
                 250,            0.014925,           0.0055745,           0.0020012,             0.99637,             0.99562,             0.99471,             0.90887,           0.0059282,           0.0021119,          0.00029043,           0.0050698,           0.0050698,           0.0050698
                 251,            0.014672,           0.0054103,           0.0023912,              0.9968,             0.99495,             0.99494,             0.90835,           0.0059272,           0.0021185,          0.00030903,             0.00505,             0.00505,             0.00505
                 252,            0.014124,           0.0056066,           0.0018315,             0.99688,             0.99472,             0.99492,             0.90938,           0.0059049,           0.0021124,          0.00031532,           0.0050302,           0.0050302,           0.0050302
                 253,            0.014255,           0.0054357,           0.0019182,             0.99684,             0.99506,             0.99488,             0.91146,           0.0058839,           0.0021055,          0.00032664,           0.0050104,           0.0050104,           0.0050104
                 254,            0.013942,           0.0055596,           0.0018134,             0.99679,             0.99514,             0.99454,             0.90961,           0.0058647,           0.0021025,          0.00032708,           0.0049906,           0.0049906,           0.0049906
                 255,            0.014208,           0.0053325,           0.0021966,             0.99709,              0.9952,             0.99454,             0.91051,           0.0058605,            0.002103,          0.00031734,           0.0049708,           0.0049708,           0.0049708
                 256,            0.014175,           0.0054188,           0.0021669,             0.99713,             0.99532,             0.99468,             0.91173,            0.005864,           0.0021078,           0.0002956,            0.004951,            0.004951,            0.004951
                 257,            0.014874,           0.0055873,           0.0027343,             0.99725,             0.99605,             0.99454,             0.91113,           0.0058566,           0.0021097,          0.00028027,           0.0049312,           0.0049312,           0.0049312
                 258,            0.014211,           0.0054444,           0.0023445,              0.9968,             0.99541,             0.99443,             0.91383,           0.0058451,           0.0021123,          0.00028284,           0.0049114,           0.0049114,           0.0049114
                 259,            0.014557,           0.0054075,           0.0016261,             0.99606,              0.9957,              0.9945,             0.91292,           0.0058296,           0.0021085,          0.00029674,           0.0048916,           0.0048916,           0.0048916
                 260,            0.014332,            0.005261,           0.0017634,             0.99573,             0.99586,             0.99485,             0.91239,           0.0058117,           0.0021018,            0.000306,           0.0048718,           0.0048718,           0.0048718
                 261,            0.014318,           0.0054181,           0.0019401,             0.99607,             0.99563,             0.99478,             0.91319,           0.0058009,           0.0020974,          0.00031139,            0.004852,            0.004852,            0.004852
                 262,            0.013813,           0.0054082,           0.0022054,             0.99655,             0.99546,             0.99473,             0.91287,           0.0058039,           0.0020933,          0.00030841,           0.0048322,           0.0048322,           0.0048322
                 263,            0.014333,            0.005484,           0.0024354,             0.99641,             0.99527,             0.99471,             0.91164,           0.0058004,           0.0020942,          0.00031572,           0.0048124,           0.0048124,           0.0048124
                 264,            0.013955,           0.0053542,           0.0022789,             0.99667,             0.99555,             0.99485,             0.91198,           0.0058006,           0.0020908,          0.00030229,           0.0047926,           0.0047926,           0.0047926
                 265,            0.014178,           0.0053466,           0.0022232,             0.99686,             0.99575,             0.99491,             0.91092,           0.0057857,           0.0020893,          0.00029673,           0.0047728,           0.0047728,           0.0047728
                 266,            0.014045,            0.005285,           0.0024499,             0.99675,             0.99575,             0.99484,             0.91246,           0.0057623,           0.0020896,          0.00030521,            0.004753,            0.004753,            0.004753
                 267,            0.014268,           0.0053685,            0.001916,             0.99674,             0.99562,             0.99469,             0.91329,           0.0057653,           0.0020854,          0.00030616,           0.0047332,           0.0047332,           0.0047332
                 268,            0.013936,           0.0053426,           0.0021413,             0.99696,             0.99566,             0.99454,             0.91243,           0.0057742,           0.0020855,          0.00029454,           0.0047134,           0.0047134,           0.0047134
                 269,            0.014543,           0.0055693,           0.0024257,             0.99711,             0.99563,             0.99445,             0.91205,            0.005778,           0.0020867,          0.00027371,           0.0046936,           0.0046936,           0.0046936
                 270,            0.013975,           0.0054368,           0.0024084,             0.99729,              0.9964,             0.99431,             0.91196,           0.0057684,           0.0020837,          0.00026255,           0.0046738,           0.0046738,           0.0046738
                 271,             0.01431,           0.0052989,           0.0021672,             0.99702,             0.99666,              0.9943,             0.91124,           0.0057646,           0.0020863,          0.00026452,            0.004654,            0.004654,            0.004654
                 272,            0.013681,           0.0053528,           0.0018216,             0.99682,              0.9966,             0.99427,             0.91232,           0.0057586,           0.0020907,          0.00027383,           0.0046342,           0.0046342,           0.0046342
                 273,            0.014176,           0.0054191,           0.0017209,             0.99661,             0.99661,             0.99428,             0.91153,           0.0057686,           0.0020912,          0.00027017,           0.0046144,           0.0046144,           0.0046144
                 274,            0.014388,           0.0052864,           0.0020475,             0.99636,             0.99595,             0.99425,             0.91193,           0.0057729,           0.0020913,          0.00027092,           0.0045946,           0.0045946,           0.0045946
                 275,            0.013887,           0.0054176,           0.0018975,             0.99664,             0.99597,             0.99425,             0.91189,            0.005779,           0.0020918,          0.00027739,           0.0045748,           0.0045748,           0.0045748
                 276,            0.014224,           0.0053577,           0.0020045,             0.99669,             0.99595,             0.99429,               0.911,           0.0057876,            0.002093,          0.00027204,            0.004555,            0.004555,            0.004555
                 277,            0.014302,           0.0053542,           0.0019413,             0.99652,             0.99589,             0.99429,             0.91171,           0.0057881,           0.0020918,          0.00026295,           0.0045352,           0.0045352,           0.0045352
                 278,            0.013774,           0.0052593,           0.0017425,             0.99639,             0.99603,             0.99429,             0.91191,           0.0057938,           0.0020941,          0.00025789,           0.0045154,           0.0045154,           0.0045154
                 279,            0.014035,           0.0053512,           0.0020629,             0.99607,             0.99608,             0.99429,             0.91213,           0.0057929,           0.0020933,          0.00025599,           0.0044956,           0.0044956,           0.0044956
                 280,            0.014145,           0.0052721,           0.0024464,             0.99574,             0.99629,             0.99427,             0.91206,           0.0057966,           0.0020971,          0.00025906,           0.0044758,           0.0044758,           0.0044758
                 281,            0.013969,           0.0054009,           0.0023857,              0.9964,             0.99626,             0.99427,             0.91125,           0.0057907,           0.0020991,          0.00026396,            0.004456,            0.004456,            0.004456
                 282,            0.013937,           0.0054379,           0.0021072,             0.99671,             0.99627,              0.9943,             0.91349,           0.0057811,           0.0020941,          0.00025438,           0.0044362,           0.0044362,           0.0044362
                 283,            0.014299,           0.0054654,           0.0021662,             0.99707,             0.99613,              0.9943,             0.91506,           0.0057697,           0.0020896,          0.00025708,           0.0044164,           0.0044164,           0.0044164
                 284,            0.014062,           0.0053133,             0.00205,             0.99717,             0.99588,              0.9943,             0.91505,           0.0057778,           0.0020885,          0.00025182,           0.0043966,           0.0043966,           0.0043966
                 285,            0.013981,           0.0053902,           0.0020314,             0.99738,             0.99615,              0.9943,             0.91474,           0.0057817,           0.0020859,           0.0002412,           0.0043768,           0.0043768,           0.0043768
                 286,            0.013622,           0.0052299,           0.0016937,             0.99731,              0.9961,              0.9943,             0.91452,           0.0057793,           0.0020846,          0.00024017,            0.004357,            0.004357,            0.004357
                 287,            0.013045,           0.0050658,           0.0018726,             0.99734,             0.99624,              0.9943,             0.91411,           0.0057778,           0.0020834,          0.00023689,           0.0043372,           0.0043372,           0.0043372
                 288,            0.014086,           0.0053118,           0.0026906,             0.99731,             0.99659,              0.9943,             0.91198,           0.0057791,           0.0020849,          0.00021887,           0.0043174,           0.0043174,           0.0043174
                 289,            0.014239,           0.0051877,           0.0018096,             0.99733,             0.99685,              0.9943,             0.91206,           0.0057738,           0.0020867,          0.00020198,           0.0042976,           0.0042976,           0.0042976
                 290,            0.014047,           0.0052945,           0.0018457,             0.99719,             0.99709,              0.9943,             0.91208,           0.0057677,           0.0020871,          0.00019601,           0.0042778,           0.0042778,           0.0042778
                 291,            0.013168,           0.0052989,           0.0017936,             0.99703,             0.99728,              0.9943,             0.91228,           0.0057602,           0.0020874,          0.00019483,            0.004258,            0.004258,            0.004258
                 292,            0.013033,           0.0050979,           0.0014389,             0.99694,             0.99735,              0.9943,              0.9126,           0.0057535,            0.002086,          0.00019662,           0.0042382,           0.0042382,           0.0042382
                 293,            0.013612,           0.0052466,           0.0015084,              0.9969,             0.99749,              0.9943,             0.91208,           0.0057483,           0.0020834,           0.0001946,           0.0042184,           0.0042184,           0.0042184
                 294,            0.014056,           0.0052669,           0.0018491,             0.99687,             0.99765,              0.9943,             0.91175,           0.0057359,           0.0020794,          0.00019143,           0.0041986,           0.0041986,           0.0041986
                 295,            0.013727,           0.0052808,           0.0018029,             0.99688,             0.99773,              0.9943,             0.91189,           0.0057265,           0.0020762,          0.00018693,           0.0041788,           0.0041788,           0.0041788
                 296,             0.01397,           0.0052428,           0.0023361,             0.99681,             0.99756,             0.99431,             0.91256,           0.0057166,           0.0020729,          0.00018454,            0.004159,            0.004159,            0.004159
                 297,            0.013441,           0.0051882,           0.0016753,             0.99712,             0.99731,             0.99431,              0.9113,           0.0057147,           0.0020719,          0.00018419,           0.0041392,           0.0041392,           0.0041392
                 298,            0.013582,           0.0052361,           0.0018488,             0.99743,               0.997,             0.99431,             0.91144,           0.0057172,           0.0020697,          0.00018866,           0.0041194,           0.0041194,           0.0041194
                 299,            0.013748,           0.0054671,           0.0018498,             0.99734,             0.99701,             0.99432,             0.91201,           0.0057131,           0.0020676,          0.00018833,           0.0040996,           0.0040996,           0.0040996
